"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Czech Republic","2010","All genders","over 24 year olds","Percent","15.33216"
"Czech Republic","2009","All genders","over 24 year olds","Percent","14.31428"
"Czech Republic","2009","Male","over 24 year olds","Percent","15.99648"
"Czech Republic","2009","Female","over 24 year olds","Percent","12.74527"
"Czech Republic","2008","Female","over 24 year olds","Percent","11.679"
"Czech Republic","2008","Male","over 24 year olds","Percent","15.01343"
"Czech Republic","2008","All genders","over 24 year olds","Percent","13.28352"
"Czech Republic","2007","All genders","over 24 year olds","Percent","12.61216"
"Czech Republic","2007","Male","over 24 year olds","Percent","14.67669"
"Czech Republic","2007","Female","over 24 year olds","Percent","10.70861"
"Czech Republic","2006","Female","over 24 year olds","Percent","10.48699"
"Czech Republic","2006","Male","over 24 year olds","Percent","14.63195"
"Czech Republic","2006","All genders","over 24 year olds","Percent","12.47239"
"Democratic Republic of the Congo","2013","Female","over 24 year olds","Percent","2.59018"
"Democratic Republic of the Congo","2013","Male","over 24 year olds","Percent","8.59504"
"Democratic Republic of the Congo","2013","All genders","over 24 year olds","Percent","5.42532"
"Denmark","2014","Female","over 24 year olds","Percent","29.36046"
"Denmark","2014","Male","over 24 year olds","Percent","37.30723"
"Denmark","2014","All genders","over 24 year olds","Percent","33.29419"
"Denmark","2013","All genders","over 24 year olds","Percent","32.96768"
"Denmark","2013","Male","over 24 year olds","Percent","24.52369"
"Denmark","2013","Female","over 24 year olds","Percent","36.88281"
"Denmark","2012","Female","over 24 year olds","Percent","36.01191"
"Denmark","2012","Male","over 24 year olds","Percent","28.57143"
"Denmark","2012","All genders","over 24 year olds","Percent","32.29352"
"Denmark","2011","All genders","over 24 year olds","Percent","31.67461"
"Denmark","2011","Male","over 24 year olds","Percent","28.72403"
"Denmark","2011","Female","over 24 year olds","Percent","34.64991"
"Denmark","2010","Female","over 24 year olds","Percent","33.97591"
"Denmark","2010","Male","over 24 year olds","Percent","29.72488"
"Denmark","2010","All genders","over 24 year olds","Percent","31.84274"
"Denmark","2009","All genders","over 24 year olds","Percent","32.06927"
"Denmark","2009","Male","over 24 year olds","Percent","31.1851"
"Denmark","2009","Female","over 24 year olds","Percent","34.62687"
"Denmark","2008","Female","over 24 year olds","Percent","36.57066"
"Denmark","2008","Male","over 24 year olds","Percent","31.74917"
"Denmark","2008","All genders","over 24 year olds","Percent","34.14229"
"Denmark","2007","All genders","over 24 year olds","Percent","31.65829"
"Denmark","2007","Female","over 24 year olds","Percent","33.63545"
"Denmark","2007","Male","over 24 year olds","Percent","29.64824"
"Denmark","2005","All genders","over 24 year olds","Percent","34.47927"
"Denmark","2004","All genders","over 24 year olds","Percent","32.53165"
"Denmark","2004","Male","over 24 year olds","Percent","29.26829"
"Denmark","2004","Female","over 24 year olds","Percent","36.05263"
"Denmark","2003","Female","over 24 year olds","Percent","41.33138"
"Denmark","2003","Male","over 24 year olds","Percent","30.00413"
"Denmark","2003","All genders","over 24 year olds","Percent","32.47396"
"Dominica","2001","Male","over 24 year olds","Percent","5.23407"
"Dominica","2001","All genders","over 24 year olds","Percent","5.03387"
"Dominica","2001","Female","over 24 year olds","Percent","4.83364"
"Dominican Republic","2014","Female","over 24 year olds","Percent","13.64389"
"Dominican Republic","2014","Male","over 24 year olds","Percent","9.83271"
"Dominican Republic","2014","All genders","over 24 year olds","Percent","11.78635"
"Dominican Republic","2013","All genders","over 24 year olds","Percent","10.85859"
"Dominican Republic","2013","Male","over 24 year olds","Percent","9.70974"
"Dominican Republic","2013","Female","over 24 year olds","Percent","11.93818"
"Dominican Republic","2012","Female","over 24 year olds","Percent","12.50558"
"Dominican Republic","2012","All genders","over 24 year olds","Percent","10.78866"
"Dominican Republic","2012","Male","over 24 year olds","Percent","8.98484"
"Dominican Republic","2011","Male","over 24 year olds","Percent","8.73715"
"Dominican Republic","2011","All genders","over 24 year olds","Percent","10.27196"
"Dominican Republic","2011","Female","over 24 year olds","Percent","11.73175"
"Dominican Republic","2010","Female","over 24 year olds","Percent","12.25082"
"Dominican Republic","2010","All genders","over 24 year olds","Percent","10.78617"
"Dominican Republic","2010","Male","over 24 year olds","Percent","9.25432"
"Dominican Republic","2007","Male","over 24 year olds","Percent","15.95863"
"Dominican Republic","2007","All genders","over 24 year olds","Percent","18.65133"
"Dominican Republic","2007","Female","over 24 year olds","Percent","21.23832"
"Ecuador","2013","Female","over 24 year olds","Percent","0"
"Ecuador","2013","Male","over 24 year olds","Percent","0"
"Ecuador","2013","All genders","over 24 year olds","Percent","0"
"Ecuador","2010","All genders","over 24 year olds","Percent","11.55395"
"Ecuador","2010","Male","over 24 year olds","Percent","11.30007"
"Ecuador","2010","Female","over 24 year olds","Percent","11.77575"
"Ecuador","2009","Female","over 24 year olds","Percent","11.25122"
"Ecuador","2009","Male","over 24 year olds","Percent","11.50518"
"Ecuador","2009","All genders","over 24 year olds","Percent","11.37088"
"El Salvador","2013","Female","over 24 year olds","Percent","9.76485"
"El Salvador","2013","Male","over 24 year olds","Percent","10.66652"
"El Salvador","2013","All genders","over 24 year olds","Percent","10.16436"
"El Salvador","2012","All genders","over 24 year olds","Percent","11.21886"
"El Salvador","2012","Male","over 24 year olds","Percent","11.99494"
"El Salvador","2012","Female","over 24 year olds","Percent","10.59766"
"El Salvador","2011","Female","over 24 year olds","Percent","9.52354"
"El Salvador","2011","Male","over 24 year olds","Percent","11.06922"
"El Salvador","2011","All genders","over 24 year olds","Percent","10.20798"
"El Salvador","2010","All genders","over 24 year olds","Percent","6.78207"
"El Salvador","2010","Male","over 24 year olds","Percent","7.54921"
"El Salvador","2010","Female","over 24 year olds","Percent","6.1388"
"El Salvador","2009","Female","over 24 year olds","Percent","10.3901"
"El Salvador","2009","Male","over 24 year olds","Percent","11.35528"
"El Salvador","2009","All genders","over 24 year olds","Percent","10.81727"
"El Salvador","2008","All genders","over 24 year olds","Percent","10.73418"
"El Salvador","2008","Male","over 24 year olds","Percent","11.86349"
"El Salvador","2008","Female","over 24 year olds","Percent","9.84067"
"El Salvador","2007","Female","over 24 year olds","Percent","5.49033"
"El Salvador","2007","Male","over 24 year olds","Percent","7.01551"
"El Salvador","2007","All genders","over 24 year olds","Percent","6.16616"
"El Salvador","2006","All genders","over 24 year olds","Percent","10.60179"
"El Salvador","2006","Male","over 24 year olds","Percent","11.87752"
"El Salvador","2006","Female","over 24 year olds","Percent","9.60707"
"Estonia","2014","All genders","over 24 year olds","Percent","37.09853"
"Estonia","2014","Male","over 24 year olds","Percent","28.30217"
"Estonia","2014","Female","over 24 year olds","Percent","44.99764"
"Estonia","2013","Female","over 24 year olds","Percent","44.41955"
"Estonia","2013","All genders","over 24 year olds","Percent","37.16046"
"Estonia","2013","Male","over 24 year olds","Percent","29.01425"
"Estonia","2012","Male","over 24 year olds","Percent","28.4824"
"Estonia","2012","All genders","over 24 year olds","Percent","36.04406"
"Estonia","2012","Female","over 24 year olds","Percent","42.51447"
"Estonia","2011","Female","over 24 year olds","Percent","42.21719"
"Estonia","2011","All genders","over 24 year olds","Percent","35.53011"
"Estonia","2011","Male","over 24 year olds","Percent","27.67613"
"Estonia","2010","Male","over 24 year olds","Percent","25.906"
"Estonia","2010","All genders","over 24 year olds","Percent","34.02901"
"Estonia","2010","Female","over 24 year olds","Percent","40.91762"
"Estonia","2009","Female","over 24 year olds","Percent","41.68309"
"Estonia","2009","All genders","over 24 year olds","Percent","34.50866"
"Estonia","2009","Male","over 24 year olds","Percent","26.02445"
"Estonia","2008","Male","over 24 year olds","Percent","26.35417"
"Estonia","2008","All genders","over 24 year olds","Percent","33.2539"
"Estonia","2008","Female","over 24 year olds","Percent","39.07314"
"Estonia","2007","Female","over 24 year olds","Percent","37.16542"
"Estonia","2007","All genders","over 24 year olds","Percent","32.10965"
"Estonia","2007","Male","over 24 year olds","Percent","26.09603"
"Estonia","2000","Male","over 24 year olds","Percent","24.52194"
"Estonia","2000","All genders","over 24 year olds","Percent","28.15223"
"Estonia","2000","Female","over 24 year olds","Percent","30.96319"
"Ethiopia","2011","Female","over 24 year olds","Percent","0.39435"
"Ethiopia","2011","Male","over 24 year olds","Percent","1.94046"
"Ethiopia","2011","All genders","over 24 year olds","Percent","1.09299"
"Ethiopia","2007","All genders","over 24 year olds","Percent","0.50457"
"Ethiopia","2007","Male","over 24 year olds","Percent","0.83933"
"Ethiopia","2007","Female","over 24 year olds","Percent","0.18112"
"Fiji","2007","Male","over 24 year olds","Percent","13.38163"
"Fiji","2007","All genders","over 24 year olds","Percent","12.30886"
"Fiji","2007","Female","over 24 year olds","Percent","11.17942"
"Fiji","1996","Female","over 24 year olds","Percent","6.90426"
"Fiji","1996","All genders","over 24 year olds","Percent","8.57577"
"Fiji","1996","Male","over 24 year olds","Percent","10.24213"
"Finland","2013","Male","over 24 year olds","Percent","30.04549"
"Finland","2013","All genders","over 24 year olds","Percent","33.68302"
"Finland","2013","Female","over 24 year olds","Percent","37.09539"
"Finland","2012","Female","over 24 year olds","Percent","36.32046"
"Finland","2012","All genders","over 24 year olds","Percent","33.06768"
"Finland","2012","Male","over 24 year olds","Percent","29.59432"
"Finland","2011","Male","over 24 year olds","Percent","29.28918"
"Finland","2011","All genders","over 24 year olds","Percent","32.59481"
"Finland","2011","Female","over 24 year olds","Percent","35.68476"
"Finland","2010","Female","over 24 year olds","Percent","35.04476"
"Finland","2010","All genders","over 24 year olds","Percent","32.13383"
"Finland","2010","Male","over 24 year olds","Percent","29.01452"
"Finland","2009","Male","over 24 year olds","Percent","28.62396"
"Finland","2009","All genders","over 24 year olds","Percent","31.60918"
"Finland","2009","Female","over 24 year olds","Percent","34.3903"
"Finland","2008","Female","over 24 year olds","Percent","33.79642"
"Finland","2008","All genders","over 24 year olds","Percent","31.17265"
"Finland","2008","Male","over 24 year olds","Percent","28.35213"
"Finland","2007","Male","over 24 year olds","Percent","27.92483"
"Finland","2007","All genders","over 24 year olds","Percent","30.49442"
"Finland","2007","Female","over 24 year olds","Percent","32.87879"
"Finland","2006","All genders","over 24 year olds","Percent","30.04247"
"Finland","2006","Male","over 24 year olds","Percent","27.67085"
"Finland","2006","Female","over 24 year olds","Percent","32.2386"
"Finland","2005","Female","over 24 year olds","Percent","31.54464"
"Finland","2005","Male","over 24 year olds","Percent","27.37323"
"Finland","2005","All genders","over 24 year olds","Percent","29.54046"
"Finland","2003","All genders","over 24 year olds","Percent","28.59551"
"Finland","2003","Male","over 24 year olds","Percent","26.7888"
"Finland","2003","Female","over 24 year olds","Percent","30.26177"
"France","2014","All genders","over 24 year olds","Percent","28.52746"
"France","2014","Female","over 24 year olds","Percent","29.15102"
"France","2014","Male","over 24 year olds","Percent","27.83565"
"France","2013","Male","over 24 year olds","Percent","26.74262"
"France","2013","Female","over 24 year olds","Percent","27.59563"
"France","2013","All genders","over 24 year olds","Percent","27.19112"
"France","2012","All genders","over 24 year olds","Percent","25.9476"
"France","2012","Male","over 24 year olds","Percent","25.60071"
"France","2012","Female","over 24 year olds","Percent","26.26017"
"France","2011","Female","over 24 year olds","Percent","25.37321"
"France","2011","Male","over 24 year olds","Percent","24.82863"
"France","2011","All genders","over 24 year olds","Percent","25.11531"
"France","2010","All genders","over 24 year olds","Percent","24.43216"
"France","2010","Male","over 24 year olds","Percent","24.18326"
"France","2010","Female","over 24 year olds","Percent","24.65592"
"France","2009","Female","over 24 year olds","Percent","24.52744"
"France","2009","Male","over 24 year olds","Percent","23.66567"
"France","2009","All genders","over 24 year olds","Percent","24.11973"
"France","2008","All genders","over 24 year olds","Percent","22.94235"
"France","2008","Male","over 24 year olds","Percent","22.58984"
"France","2008","Female","over 24 year olds","Percent","23.25848"
"France","2007","Female","over 24 year olds","Percent","22.56786"
"France","2007","Male","over 24 year olds","Percent","22.46453"
"France","2007","All genders","over 24 year olds","Percent","22.51867"
"France","2005","All genders","over 24 year olds","Percent","20.53558"
"France","2005","Male","over 24 year olds","Percent","20.51657"
"France","2005","Female","over 24 year olds","Percent","20.55278"
"France","2004","Female","over 24 year olds","Percent","19.64108"
"France","2004","Male","over 24 year olds","Percent","19.99203"
"France","2004","All genders","over 24 year olds","Percent","19.8078"
"Georgia","2014","All genders","over 24 year olds","Percent","30.88191"
"Georgia","2014","Female","over 24 year olds","Percent","30.93804"
"Georgia","2014","Male","over 24 year olds","Percent","30.81398"
"Georgia","2012","Male","over 24 year olds","Percent","30.57176"
"Georgia","2012","Female","over 24 year olds","Percent","29.84851"
"Georgia","2012","All genders","over 24 year olds","Percent","30.17271"
"Georgia","2002","All genders","over 24 year olds","Percent","25.85996"
"Georgia","2002","Female","over 24 year olds","Percent","25.15045"
"Georgia","2002","Male","over 24 year olds","Percent","26.72512"
"Germany","2014","Male","over 24 year olds","Percent","30.49376"
"Germany","2014","All genders","over 24 year olds","Percent","24.87272"
"Germany","2014","Female","over 24 year olds","Percent","19.59367"
"Germany","2013","Female","over 24 year olds","Percent","21.82041"
"Germany","2013","Male","over 24 year olds","Percent","30.43666"
"Germany","2013","All genders","over 24 year olds","Percent","26.01148"
"Germany","2012","All genders","over 24 year olds","Percent","25.61967"
"Germany","2012","Male","over 24 year olds","Percent","30.27796"
"Germany","2012","Female","over 24 year olds","Percent","21.22122"
"Germany","2011","Female","over 24 year olds","Percent","20.4853"
"Germany","2011","Male","over 24 year olds","Percent","29.88362"
"Germany","2011","All genders","over 24 year olds","Percent","25.04294"
"Germany","2010","All genders","over 24 year olds","Percent","24.27409"
"Germany","2010","Female","over 24 year olds","Percent","19.23873"
"Germany","2010","Male","over 24 year olds","Percent","29.63063"
"Germany","2009","Male","over 24 year olds","Percent","29.48805"
"Germany","2009","Female","over 24 year olds","Percent","18.92211"
"Germany","2009","All genders","over 24 year olds","Percent","24.03833"
"Germany","2008","All genders","over 24 year olds","Percent","23.04858"
"Germany","2008","Female","over 24 year olds","Percent","17.86737"
"Germany","2008","Male","over 24 year olds","Percent","28.59381"
"Germany","2007","Male","over 24 year olds","Percent","27.32667"
"Germany","2007","Female","over 24 year olds","Percent","16.94872"
"Germany","2007","All genders","over 24 year olds","Percent","21.95724"
"Germany","2006","All genders","over 24 year olds","Percent","21.52043"
"Germany","2006","Female","over 24 year olds","Percent","16.37923"
"Germany","2006","Male","over 24 year olds","Percent","27.02749"
"Germany","2005","Male","over 24 year olds","Percent","28.03919"
"Germany","2005","Female","over 24 year olds","Percent","16.53995"
"Germany","2005","All genders","over 24 year olds","Percent","22.07248"
"Germany","2004","All genders","over 24 year olds","Percent","22.35755"
"Germany","2004","Female","over 24 year olds","Percent","16.79761"
"Germany","2004","Male","over 24 year olds","Percent","28.27747"
"Ghana","2010","All genders","over 24 year olds","Percent","3.12943"
"Ghana","2010","Male","over 24 year olds","Percent","4.73079"
"Ghana","2010","Female","over 24 year olds","Percent","1.71774"
"Greece","2014","Male","over 24 year olds","Percent","24.35289"
"Greece","2014","All genders","over 24 year olds","Percent","23.02719"
"Greece","2014","Female","over 24 year olds","Percent","21.80212"
"Greece","2010","Female","over 24 year olds","Percent","18.65939"
"Greece","2010","All genders","over 24 year olds","Percent","20.03332"
"Greece","2010","Male","over 24 year olds","Percent","21.48578"
"Greece","2008","Male","over 24 year olds","Percent","21.11909"
"Greece","2008","All genders","over 24 year olds","Percent","19.22018"
"Greece","2008","Female","over 24 year olds","Percent","17.4271"
"Greece","2007","All genders","over 24 year olds","Percent","18.99021"
"Greece","2007","Male","over 24 year olds","Percent","21.02086"
"Greece","2007","Female","over 24 year olds","Percent","17.07398"
"Greece","2006","Female","over 24 year olds","Percent","16.06936"
"Greece","2006","Male","over 24 year olds","Percent","19.76916"
"Greece","2006","All genders","over 24 year olds","Percent","17.86106"
"Greece","2005","All genders","over 24 year olds","Percent","23.2666"
"Greece","2005","Male","over 24 year olds","Percent","24.76425"
"Greece","2005","Female","over 24 year olds","Percent","21.85983"
"Guatemala","2014","Male","over 24 year olds","Percent","10.06685"
"Guatemala","2014","All genders","over 24 year olds","Percent","8.53061"
"Guatemala","2014","Female","over 24 year olds","Percent","6.91703"
"Guatemala","2013","Female","over 24 year olds","Percent","2.71016"
"Guatemala","2013","All genders","over 24 year olds","Percent","2.86161"
"Guatemala","2013","Male","over 24 year olds","Percent","3.03972"
"Guatemala","2012","Male","over 24 year olds","Percent","3.35667"
"Guatemala","2012","All genders","over 24 year olds","Percent","2.56928"
"Guatemala","2012","Female","over 24 year olds","Percent","1.892"
"Guatemala","2006","Female","over 24 year olds","Percent","2.36174"
"Guatemala","2006","All genders","over 24 year olds","Percent","3.40715"
"Guatemala","2006","Male","over 24 year olds","Percent","4.68472"
"Guatemala","2002","Male","over 24 year olds","Percent","4.6357"
"Guatemala","2002","All genders","over 24 year olds","Percent","3.62246"
"Guatemala","2002","Female","over 24 year olds","Percent","2.71427"
"Guyana","2002","Female","over 24 year olds","Percent","0.13143"
"Guyana","2002","All genders","over 24 year olds","Percent","0.19876"
"Guyana","2002","Male","over 24 year olds","Percent","0.26955"
"Honduras","2014","All genders","over 24 year olds","Percent","9.77358"
"Honduras","2014","Female","over 24 year olds","Percent","9.66021"
"Honduras","2014","Male","over 24 year olds","Percent","9.91295"
"Honduras","2012","Male","over 24 year olds","Percent","4.51395"
"Honduras","2012","Female","over 24 year olds","Percent","4.0297"
"Honduras","2012","All genders","over 24 year olds","Percent","4.249"
"Honduras","2011","All genders","over 24 year olds","Percent","5.11816"
"Honduras","2011","Female","over 24 year olds","Percent","4.89295"
"Honduras","2011","Male","over 24 year olds","Percent","5.39181"
"Honduras","2007","Male","over 24 year olds","Percent","4.86182"
"Honduras","2007","Female","over 24 year olds","Percent","3.70517"
"Honduras","2007","All genders","over 24 year olds","Percent","4.23246"
"Hong Kong Special Administrative Region of China","2014","All genders","over 24 year olds","Percent","20.55065"
"Hong Kong Special Administrative Region of China","2014","Male","over 24 year olds","Percent","18.30213"
"Hong Kong Special Administrative Region of China","2014","Female","over 24 year olds","Percent","23.31621"
"Hong Kong Special Administrative Region of China","2011","Female","over 24 year olds","Percent","16.49938"
"Hong Kong Special Administrative Region of China","2011","Male","over 24 year olds","Percent","21.32396"
"Hong Kong Special Administrative Region of China","2011","All genders","over 24 year olds","Percent","18.6906"
"Hong Kong Special Administrative Region of China","2010","All genders","over 24 year olds","Percent","17.21102"
"Hong Kong Special Administrative Region of China","2010","Male","over 24 year olds","Percent","19.59117"
"Hong Kong Special Administrative Region of China","2010","Female","over 24 year olds","Percent","15.21609"
"Hong Kong Special Administrative Region of China","2009","Female","over 24 year olds","Percent","14.2388"
"Hong Kong Special Administrative Region of China","2009","Male","over 24 year olds","Percent","18.89197"
"Hong Kong Special Administrative Region of China","2009","All genders","over 24 year olds","Percent","16.3873"
"Hong Kong Special Administrative Region of China","2008","All genders","over 24 year olds","Percent","15.7135"
"Hong Kong Special Administrative Region of China","2008","Male","over 24 year olds","Percent","17.93323"
"Hong Kong Special Administrative Region of China","2008","Female","over 24 year olds","Percent","13.80871"
"Hong Kong Special Administrative Region of China","2006","Female","over 24 year olds","Percent","13.31762"
"Hong Kong Special Administrative Region of China","2006","Male","over 24 year olds","Percent","17.35928"
"Hong Kong Special Administrative Region of China","2006","All genders","over 24 year olds","Percent","15.20612"
"Hungary","2014","All genders","over 24 year olds","Percent","20.87763"
"Hungary","2014","Male","over 24 year olds","Percent","19.78204"
"Hungary","2014","Female","over 24 year olds","Percent","21.82013"
"Hungary","2013","Female","over 24 year olds","Percent","23.28845"
"Hungary","2013","Male","over 24 year olds","Percent","19.4461"
"Hungary","2013","All genders","over 24 year olds","Percent","21.45709"
"Hungary","2012","All genders","over 24 year olds","Percent","21.01024"
"Hungary","2012","Male","over 24 year olds","Percent","19.09529"
"Hungary","2012","Female","over 24 year olds","Percent","22.74955"
"Hungary","2011","Female","over 24 year olds","Percent","21.41329"
"Hungary","2011","Male","over 24 year olds","Percent","18.49808"
"Hungary","2011","All genders","over 24 year olds","Percent","20.02697"
"Hungary","2010","All genders","over 24 year olds","Percent","18.99349"
"Hungary","2010","Female","over 24 year olds","Percent","20.314"
"Hungary","2010","Male","over 24 year olds","Percent","17.53202"
"Hungary","2009","Male","over 24 year olds","Percent","17.40176"
"Hungary","2009","Female","over 24 year olds","Percent","19.9432"
"Hungary","2009","All genders","over 24 year olds","Percent","18.73807"
"Hungary","2005","All genders","over 24 year olds","Percent","14.69275"
"Hungary","2005","Female","over 24 year olds","Percent","14.27425"
"Hungary","2005","Male","over 24 year olds","Percent","15.18461"
"Hungary","2001","Male","over 24 year olds","Percent","13.82439"
"Hungary","2001","Female","over 24 year olds","Percent","11.64212"
"Hungary","2001","All genders","over 24 year olds","Percent","12.64464"
"Iceland","2005","Female","over 24 year olds","Percent","31.20675"
"Iceland","2005","Male","over 24 year olds","Percent","26.66015"
"Iceland","2005","All genders","over 24 year olds","Percent","28.92438"
"Indonesia","2014","Male","over 24 year olds","Percent","8.83206"
"Indonesia","2014","Female","over 24 year olds","Percent","8.48069"
"Indonesia","2014","All genders","over 24 year olds","Percent","8.6548"
"Indonesia","2011","All genders","over 24 year olds","Percent","7.88074"
"Indonesia","2011","Female","over 24 year olds","Percent","7.52993"
"Indonesia","2011","Male","over 24 year olds","Percent","8.23907"
"Indonesia","2009","Male","over 24 year olds","Percent","8.14274"
"Indonesia","2009","Female","over 24 year olds","Percent","6.90688"
"Indonesia","2009","All genders","over 24 year olds","Percent","7.50208"
"Indonesia","2008","All genders","over 24 year olds","Percent","4.31999"
"Indonesia","2008","Female","over 24 year olds","Percent","3.56751"
"Indonesia","2008","Male","over 24 year olds","Percent","5.10541"
"Indonesia","2007","Male","over 24 year olds","Percent","5.53344"
"Indonesia","2007","Female","over 24 year olds","Percent","3.50447"
"Indonesia","2007","All genders","over 24 year olds","Percent","4.49848"
"Indonesia","2006","All genders","over 24 year olds","Percent","6.9496"
"Indonesia","2006","Female","over 24 year olds","Percent","7.90012"
"Indonesia","2006","Male","over 24 year olds","Percent","6.43275"
"Iran, Islamic Republic of","2013","All genders","over 24 year olds","Percent","21.31421"
"Iran, Islamic Republic of","2013","Female","over 24 year olds","Percent","20.58201"
"Iran, Islamic Republic of","2013","Male","over 24 year olds","Percent","21.95487"
"Iran, Islamic Republic of","2012","Male","over 24 year olds","Percent","21.06612"
"Iran, Islamic Republic of","2012","Female","over 24 year olds","Percent","18.3677"
"Iran, Islamic Republic of","2012","All genders","over 24 year olds","Percent","19.7987"
"Iran, Islamic Republic of","2010","All genders","over 24 year olds","Percent","18.53014"
"Iran, Islamic Republic of","2010","Female","over 24 year olds","Percent","17.50903"
"Iran, Islamic Republic of","2010","Male","over 24 year olds","Percent","19.40558"
"Iran, Islamic Republic of","2008","Male","over 24 year olds","Percent","17.00612"
"Iran, Islamic Republic of","2008","Female","over 24 year olds","Percent","14.28144"
"Iran, Islamic Republic of","2008","All genders","over 24 year olds","Percent","15.76646"
"Iran, Islamic Republic of","2006","All genders","over 24 year olds","Percent","16.17399"
"Iran, Islamic Republic of","2006","Female","over 24 year olds","Percent","14.47427"
"Iran, Islamic Republic of","2006","Male","over 24 year olds","Percent","17.55437"
"Ireland","2011","Male","over 24 year olds","Percent","29.00032"
"Ireland","2011","Female","over 24 year olds","Percent","34.4893"
"Ireland","2011","All genders","over 24 year olds","Percent","31.80349"
"Ireland","2010","All genders","over 24 year olds","Percent","33.12117"
"Ireland","2010","Female","over 24 year olds","Percent","35.27552"
"Ireland","2010","Male","over 24 year olds","Percent","30.87199"
"Ireland","2007","Male","over 24 year olds","Percent","19.12002"
"Ireland","2007","Female","over 24 year olds","Percent","30.03702"
"Ireland","2007","All genders","over 24 year olds","Percent","28.56215"
"Israel","2014","All genders","over 24 year olds","Percent","46.79059"
"Israel","2014","Female","over 24 year olds","Percent","49.97951"
"Israel","2014","Male","over 24 year olds","Percent","43.3709"
"Israel","2013","Male","over 24 year olds","Percent","42.2093"
"Israel","2013","Female","over 24 year olds","Percent","48.39574"
"Israel","2013","All genders","over 24 year olds","Percent","45.41605"
"Israel","2012","All genders","over 24 year olds","Percent","44.66997"
"Israel","2012","Female","over 24 year olds","Percent","47.58383"
"Israel","2012","Male","over 24 year olds","Percent","41.53913"
"Israel","2011","Male","over 24 year olds","Percent","41.86646"
"Israel","2011","Female","over 24 year olds","Percent","46.14153"
"Israel","2011","All genders","over 24 year olds","Percent","44.07899"
"Israel","2010","All genders","over 24 year olds","Percent","43.25063"
"Israel","2010","Female","over 24 year olds","Percent","45.82431"
"Israel","2010","Male","over 24 year olds","Percent","40.48514"
"Israel","2009","Male","over 24 year olds","Percent","40.12916"
"Israel","2009","Female","over 24 year olds","Percent","45.28018"
"Israel","2009","All genders","over 24 year olds","Percent","42.80128"
"Israel","2007","All genders","over 24 year olds","Percent","41.78801"
"Israel","2007","Female","over 24 year olds","Percent","43.8132"
"Israel","2007","Male","over 24 year olds","Percent","39.60136"
"Israel","2006","Male","over 24 year olds","Percent","39.4649"
"Israel","2006","Female","over 24 year olds","Percent","42.54298"
"Israel","2006","All genders","over 24 year olds","Percent","41.07093"
"Israel","2004","All genders","over 24 year olds","Percent","28.20697"
"Israel","2004","Female","over 24 year olds","Percent","22.70092"
"Israel","2004","Male","over 24 year olds","Percent","39.4649"
"Italy","2012","All genders","over 24 year olds","Percent","12.75082"
"Italy","2012","Male","over 24 year olds","Percent","12.15162"
"Italy","2012","Female","over 24 year olds","Percent","13.29754"
"Italy","2011","Female","over 24 year olds","Percent","12.5752"
"Italy","2011","Male","over 24 year olds","Percent","11.82426"
"Italy","2011","All genders","over 24 year olds","Percent","12.21703"
"Italy","2010","All genders","over 24 year olds","Percent","12.13133"
"Italy","2010","Male","over 24 year olds","Percent","11.76444"
"Italy","2010","Female","over 24 year olds","Percent","12.4753"
"Italy","2009","Female","over 24 year olds","Percent","12.17572"
"Italy","2009","Male","over 24 year olds","Percent","11.51336"
"Italy","2009","All genders","over 24 year olds","Percent","11.85939"
"Italy","2008","All genders","over 24 year olds","Percent","11.71253"
"Italy","2008","Male","over 24 year olds","Percent","11.4478"
"Italy","2008","Female","over 24 year olds","Percent","11.95473"
"Italy","2007","Female","over 24 year olds","Percent","11.21744"
"Italy","2007","Male","over 24 year olds","Percent","10.98193"
"Italy","2007","All genders","over 24 year olds","Percent","11.10493"
"Italy","2006","All genders","over 24 year olds","Percent","10.56366"
"Italy","2006","Male","over 24 year olds","Percent","10.60489"
"Italy","2006","Female","over 24 year olds","Percent","10.52598"
"Italy","2005","Female","over 24 year olds","Percent","9.87813"
"Italy","2005","All genders","over 24 year olds","Percent","10.06195"
"Italy","2005","Male","over 24 year olds","Percent","10.26332"
"Italy","2001","Male","over 24 year olds","Percent","9.64612"
"Italy","2001","All genders","over 24 year olds","Percent","9.35807"
"Italy","2001","Female","over 24 year olds","Percent","9.09796"
"Japan","2010","Male","over 24 year olds","Percent","37.46148"
"Japan","2010","Female","over 24 year olds","Percent","31.84645"
"Japan","2010","All genders","over 24 year olds","Percent","34.51295"
"Jordan","2010","All genders","over 24 year olds","Percent","16.18239"
"Jordan","2010","Female","over 24 year olds","Percent","12.92789"
"Jordan","2010","Male","over 24 year olds","Percent","19.2261"
"Jordan","2008","Male","over 24 year olds","Percent","19.13943"
"Jordan","2008","Female","over 24 year olds","Percent","12.74217"
"Jordan","2008","All genders","over 24 year olds","Percent","15.92741"
"Jordan","2007","All genders","over 24 year olds","Percent","15.46113"
"Jordan","2007","Female","over 24 year olds","Percent","10.04692"
"Jordan","2007","Male","over 24 year olds","Percent","16.43027"
"Jordan","2003","Female","over 24 year olds","Percent","0.44551"
"Jordan","2003","All genders","over 24 year olds","Percent","0.52524"
"Jordan","2003","Male","over 24 year olds","Percent","0.60856"
"Kazakhstan","2007","Female","over 24 year olds","Percent","27.88004"
"Kazakhstan","2007","All genders","over 24 year olds","Percent","25.48392"
