"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Ecuador","2010","All genders","over 24 year olds","Percent","12.3552"
"Ecuador","2009","Male","over 24 year olds","Percent","12.26255"
"Ecuador","2009","Female","over 24 year olds","Percent","11.87684"
"Ecuador","2009","All genders","over 24 year olds","Percent","12.05858"
"Ecuador","2008","All genders","over 24 year olds","Percent","14.83466"
"Ecuador","2008","Female","over 24 year olds","Percent","14.45054"
"Ecuador","2008","Male","over 24 year olds","Percent","15.26374"
"El Salvador","2013","Female","over 24 year olds","Percent","0"
"El Salvador","2013","Male","over 24 year olds","Percent","0"
"El Salvador","2013","All genders","over 24 year olds","Percent","0"
"El Salvador","2012","All genders","over 24 year olds","Percent","0"
"El Salvador","2012","Male","over 24 year olds","Percent","0"
"El Salvador","2012","Female","over 24 year olds","Percent","0"
"El Salvador","2011","Female","over 24 year olds","Percent","0"
"El Salvador","2011","All genders","over 24 year olds","Percent","0"
"El Salvador","2011","Male","over 24 year olds","Percent","0"
"El Salvador","2010","Male","over 24 year olds","Percent","7.54921"
"El Salvador","2010","All genders","over 24 year olds","Percent","6.78207"
"El Salvador","2010","Female","over 24 year olds","Percent","6.1388"
"El Salvador","2009","Female","over 24 year olds","Percent","0"
"El Salvador","2009","All genders","over 24 year olds","Percent","0"
"El Salvador","2009","Male","over 24 year olds","Percent","0"
"El Salvador","2008","Male","over 24 year olds","Percent","0"
"El Salvador","2008","All genders","over 24 year olds","Percent","0"
"El Salvador","2008","Female","over 24 year olds","Percent","0"
"El Salvador","2007","Female","over 24 year olds","Percent","0"
"El Salvador","2007","All genders","over 24 year olds","Percent","0"
"El Salvador","2007","Male","over 24 year olds","Percent","0"
"El Salvador","2006","Male","over 24 year olds","Percent","11.87752"
"El Salvador","2006","All genders","over 24 year olds","Percent","10.60179"
"El Salvador","2006","Female","over 24 year olds","Percent","9.60707"
"Estonia","2000","Male","over 24 year olds","Percent","26.77266"
"Estonia","2000","All genders","over 24 year olds","Percent","30.86314"
"Estonia","2000","Female","over 24 year olds","Percent","34.03044"
"Ethiopia","2011","Female","over 24 year olds","Percent","3.78038"
"Ethiopia","2011","All genders","over 24 year olds","Percent","5.89541"
"Ethiopia","2011","Male","over 24 year olds","Percent","8.46099"
"Ethiopia","2007","Male","over 24 year olds","Percent","3.432"
"Ethiopia","2007","All genders","over 24 year olds","Percent","2.38387"
"Ethiopia","2007","Female","over 24 year olds","Percent","1.37115"
"Fiji","2007","Female","over 24 year olds","Percent","14.55701"
"Fiji","2007","All genders","over 24 year olds","Percent","15.91389"
"Fiji","2007","Male","over 24 year olds","Percent","17.20268"
"Fiji","1996","Male","over 24 year olds","Percent","10.24213"
"Fiji","1996","All genders","over 24 year olds","Percent","8.57577"
"Fiji","1996","Female","over 24 year olds","Percent","6.90426"
"Finland","2013","Female","over 24 year olds","Percent","37.70744"
"Finland","2013","All genders","over 24 year olds","Percent","34.35455"
"Finland","2013","Male","over 24 year olds","Percent","30.78043"
"France","2014","All genders","over 24 year olds","Percent","28.66298"
"France","2014","Female","over 24 year olds","Percent","29.27767"
"France","2014","Male","over 24 year olds","Percent","27.981"
"France","2013","Male","over 24 year olds","Percent","26.85585"
"France","2013","Female","over 24 year olds","Percent","27.83461"
"France","2013","All genders","over 24 year olds","Percent","27.37047"
"France","2012","All genders","over 24 year olds","Percent","26.05868"
"France","2012","Female","over 24 year olds","Percent","26.40154"
"France","2012","Male","over 24 year olds","Percent","25.67817"
"France","2011","Male","over 24 year olds","Percent","24.90458"
"France","2011","Female","over 24 year olds","Percent","25.50941"
"France","2011","All genders","over 24 year olds","Percent","25.22297"
"France","2010","All genders","over 24 year olds","Percent","24.5189"
"France","2010","Female","over 24 year olds","Percent","24.75369"
"France","2010","Male","over 24 year olds","Percent","24.25874"
"France","2009","Male","over 24 year olds","Percent","23.71826"
"France","2009","Female","over 24 year olds","Percent","24.64149"
"France","2009","All genders","over 24 year olds","Percent","24.2047"
"France","2008","All genders","over 24 year olds","Percent","23.03576"
"France","2008","Female","over 24 year olds","Percent","23.38543"
"France","2008","Male","over 24 year olds","Percent","22.64586"
"France","2007","Male","over 24 year olds","Percent","22.5297"
"France","2007","Female","over 24 year olds","Percent","22.69539"
"France","2007","All genders","over 24 year olds","Percent","22.61652"
"France","2005","All genders","over 24 year olds","Percent","20.63728"
"France","2005","Female","over 24 year olds","Percent","20.65707"
"France","2005","Male","over 24 year olds","Percent","20.61539"
"France","2004","Male","over 24 year olds","Percent","20.08583"
"France","2004","Female","over 24 year olds","Percent","19.74101"
"France","2004","All genders","over 24 year olds","Percent","19.90481"
"Georgia","2014","Female","over 24 year olds","Percent","52.69324"
"Georgia","2014","All genders","over 24 year olds","Percent","49.41201"
"Georgia","2014","Male","over 24 year olds","Percent","45.44093"
"Georgia","2012","Male","over 24 year olds","Percent","47.84168"
"Georgia","2012","All genders","over 24 year olds","Percent","49.67118"
"Georgia","2012","Female","over 24 year olds","Percent","51.15748"
"Georgia","2002","Female","over 24 year olds","Percent","48.43938"
"Georgia","2002","All genders","over 24 year olds","Percent","48.33943"
"Georgia","2002","Male","over 24 year olds","Percent","48.21754"
"Germany","2014","All genders","over 24 year olds","Percent","33.42421"
"Germany","2014","Male","over 24 year olds","Percent","37.05575"
"Germany","2014","Female","over 24 year olds","Percent","30.01306"
"Germany","2013","Female","over 24 year olds","Percent","28.55569"
"Germany","2013","Male","over 24 year olds","Percent","36.32527"
"Germany","2013","All genders","over 24 year olds","Percent","32.33492"
"Germany","2012","All genders","over 24 year olds","Percent","31.79364"
"Germany","2012","Male","over 24 year olds","Percent","36.04487"
"Germany","2012","Female","over 24 year olds","Percent","27.77954"
"Germany","2011","Female","over 24 year olds","Percent","26.98024"
"Germany","2011","Male","over 24 year olds","Percent","35.57767"
"Germany","2011","All genders","over 24 year olds","Percent","31.1495"
"Germany","2010","All genders","over 24 year olds","Percent","30.2569"
"Germany","2010","Male","over 24 year olds","Percent","35.17284"
"Germany","2010","Female","over 24 year olds","Percent","25.63572"
"Germany","2009","Female","over 24 year olds","Percent","25.1243"
"Germany","2009","Male","over 24 year olds","Percent","34.86217"
"Germany","2009","All genders","over 24 year olds","Percent","29.83956"
"Germany","2008","All genders","over 24 year olds","Percent","28.81606"
"Germany","2008","Male","over 24 year olds","Percent","34.00198"
"Germany","2008","Female","over 24 year olds","Percent","23.9706"
"Germany","2007","Female","over 24 year olds","Percent","22.93867"
"Germany","2007","Male","over 24 year olds","Percent","32.83088"
"Germany","2007","All genders","over 24 year olds","Percent","27.71277"
"Germany","2006","All genders","over 24 year olds","Percent","27.16062"
"Germany","2006","Male","over 24 year olds","Percent","32.37494"
"Germany","2006","Female","over 24 year olds","Percent","22.29271"
"Ghana","2010","Female","over 24 year olds","Percent","8.07155"
"Ghana","2010","Male","over 24 year olds","Percent","15.0497"
"Ghana","2010","All genders","over 24 year olds","Percent","11.34099"
"Greece","2014","All genders","over 24 year olds","Percent","29.76849"
"Greece","2014","Male","over 24 year olds","Percent","30.89233"
"Greece","2014","Female","over 24 year olds","Percent","28.72995"
"Greece","2010","Female","over 24 year olds","Percent","25.97694"
"Greece","2010","Male","over 24 year olds","Percent","27.75597"
"Greece","2010","All genders","over 24 year olds","Percent","26.84174"
"Greece","2008","All genders","over 24 year olds","Percent","25.68961"
"Greece","2008","Male","over 24 year olds","Percent","27.15365"
"Greece","2008","Female","over 24 year olds","Percent","24.30716"
"Greece","2007","Female","over 24 year olds","Percent","23.81443"
"Greece","2007","Male","over 24 year olds","Percent","26.87462"
"Greece","2007","All genders","over 24 year olds","Percent","25.30017"
"Greece","2006","All genders","over 24 year olds","Percent","18.15085"
"Greece","2006","Male","over 24 year olds","Percent","20.17791"
"Greece","2006","Female","over 24 year olds","Percent","16.24743"
"Greece","2005","Female","over 24 year olds","Percent","21.85983"
"Greece","2005","Male","over 24 year olds","Percent","24.76425"
"Greece","2005","All genders","over 24 year olds","Percent","23.2666"
"Guatemala","2014","All genders","over 24 year olds","Percent","10.3074"
"Guatemala","2014","Male","over 24 year olds","Percent","11.95107"
"Guatemala","2014","Female","over 24 year olds","Percent","8.58098"
"Guatemala","2013","Female","over 24 year olds","Percent","3.37379"
"Guatemala","2013","Male","over 24 year olds","Percent","3.33129"
"Guatemala","2013","All genders","over 24 year olds","Percent","3.35426"
"Guatemala","2012","All genders","over 24 year olds","Percent","2.83538"
"Guatemala","2012","Male","over 24 year olds","Percent","3.55752"
"Guatemala","2012","Female","over 24 year olds","Percent","2.21422"
"Guatemala","2006","Female","over 24 year olds","Percent","0"
"Guatemala","2006","Male","over 24 year olds","Percent","0"
"Guatemala","2006","All genders","over 24 year olds","Percent","0"
"Guatemala","2002","All genders","over 24 year olds","Percent","4.20162"
"Guatemala","2002","Male","over 24 year olds","Percent","5.32368"
"Guatemala","2002","Female","over 24 year olds","Percent","3.19588"
"Guyana","2002","Female","over 24 year olds","Percent","2.42665"
"Guyana","2002","Male","over 24 year olds","Percent","2.1027"
"Guyana","2002","All genders","over 24 year olds","Percent","2.26874"
"Honduras","2014","Male","over 24 year olds","Percent","0"
"Honduras","2014","Female","over 24 year olds","Percent","0"
"Honduras","2014","All genders","over 24 year olds","Percent","0"
"Honduras","2012","All genders","over 24 year olds","Percent","7.13873"
"Honduras","2012","Female","over 24 year olds","Percent","7.081"
"Honduras","2012","Male","over 24 year olds","Percent","7.20847"
"Honduras","2011","Male","over 24 year olds","Percent","8.36604"
"Honduras","2011","Female","over 24 year olds","Percent","7.75051"
"Honduras","2011","All genders","over 24 year olds","Percent","8.02839"
"Honduras","2007","All genders","over 24 year olds","Percent","7.36238"
"Honduras","2007","Female","over 24 year olds","Percent","7.01958"
"Honduras","2007","Male","over 24 year olds","Percent","7.77154"
"Hong Kong Special Administrative Region of China","2014","Male","over 24 year olds","Percent","24.14778"
"Hong Kong Special Administrative Region of China","2014","Female","over 24 year olds","Percent","30.35476"
"Hong Kong Special Administrative Region of China","2014","All genders","over 24 year olds","Percent","26.93082"
"Hong Kong Special Administrative Region of China","2011","All genders","over 24 year olds","Percent","24.53094"
"Hong Kong Special Administrative Region of China","2011","Female","over 24 year olds","Percent","21.85726"
"Hong Kong Special Administrative Region of China","2011","Male","over 24 year olds","Percent","27.73987"
"Hong Kong Special Administrative Region of China","2010","Male","over 24 year olds","Percent","25.90374"
"Hong Kong Special Administrative Region of China","2010","Female","over 24 year olds","Percent","20.55261"
"Hong Kong Special Administrative Region of China","2010","All genders","over 24 year olds","Percent","22.99259"
"Hong Kong Special Administrative Region of China","2009","All genders","over 24 year olds","Percent","22.85714"
"Hong Kong Special Administrative Region of China","2009","Female","over 24 year olds","Percent","20.29372"
"Hong Kong Special Administrative Region of China","2009","Male","over 24 year olds","Percent","25.84974"
"Hong Kong Special Administrative Region of China","2008","Male","over 24 year olds","Percent","25.17967"
"Hong Kong Special Administrative Region of China","2008","Female","over 24 year olds","Percent","20.3007"
"Hong Kong Special Administrative Region of China","2008","All genders","over 24 year olds","Percent","22.55391"
"Hong Kong Special Administrative Region of China","2006","All genders","over 24 year olds","Percent","21.9203"
"Hong Kong Special Administrative Region of China","2006","Female","over 24 year olds","Percent","19.73319"
"Hong Kong Special Administrative Region of China","2006","Male","over 24 year olds","Percent","24.41392"
"Hong Kong Special Administrative Region of China","1996","Male","over 24 year olds","Percent","16.86062"
"Hong Kong Special Administrative Region of China","1996","Female","over 24 year olds","Percent","12.2"
"Hong Kong Special Administrative Region of China","1996","All genders","over 24 year olds","Percent","14.5"
"Hungary","2014","Male","over 24 year olds","Percent","27.58777"
"Hungary","2014","All genders","over 24 year olds","Percent","28.20891"
"Hungary","2014","Female","over 24 year olds","Percent","28.74326"
"Hungary","2013","Female","over 24 year olds","Percent","30.51309"
"Hungary","2013","All genders","over 24 year olds","Percent","29.02408"
"Hungary","2013","Male","over 24 year olds","Percent","27.38903"
"Hungary","2012","Male","over 24 year olds","Percent","21.03784"
"Hungary","2012","All genders","over 24 year olds","Percent","22.85254"
"Hungary","2012","Female","over 24 year olds","Percent","24.5008"
"Hungary","2011","Female","over 24 year olds","Percent","22.93779"
"Hungary","2011","All genders","over 24 year olds","Percent","21.67548"
"Hungary","2011","Male","over 24 year olds","Percent","20.28337"
"Hungary","2005","Male","over 24 year olds","Percent","17.13685"
"Hungary","2005","All genders","over 24 year olds","Percent","16.2347"
"Hungary","2005","Female","over 24 year olds","Percent","15.46709"
"Hungary","2001","Female","over 24 year olds","Percent","12.55362"
"Hungary","2001","All genders","over 24 year olds","Percent","13.62896"
"Hungary","2001","Male","over 24 year olds","Percent","14.89439"
"Iceland","2005","Female","over 24 year olds","Percent","31.85861"
"Iceland","2005","Male","over 24 year olds","Percent","30.15467"
"Iceland","2005","All genders","over 24 year olds","Percent","31.00324"
"Indonesia","2014","Female","over 24 year olds","Percent","0"
"Indonesia","2014","Male","over 24 year olds","Percent","0"
"Indonesia","2014","All genders","over 24 year olds","Percent","0"
"Indonesia","2011","All genders","over 24 year olds","Percent","0"
"Indonesia","2011","Male","over 24 year olds","Percent","0"
"Indonesia","2011","Female","over 24 year olds","Percent","0"
"Indonesia","2009","Female","over 24 year olds","Percent","0"
"Indonesia","2009","Male","over 24 year olds","Percent","0"
"Indonesia","2009","All genders","over 24 year olds","Percent","0"
"Indonesia","2008","All genders","over 24 year olds","Percent","6.64938"
"Indonesia","2008","Male","over 24 year olds","Percent","7.27369"
"Indonesia","2008","Female","over 24 year olds","Percent","6.05124"
"Indonesia","2007","Female","over 24 year olds","Percent","6.25873"
"Indonesia","2007","Male","over 24 year olds","Percent","7.99045"
"Indonesia","2007","All genders","over 24 year olds","Percent","7.10711"
"Indonesia","2006","All genders","over 24 year olds","Percent","0"
"Indonesia","2006","Male","over 24 year olds","Percent","0"
"Indonesia","2006","Female","over 24 year olds","Percent","0"
"Iran, Islamic Republic of","2013","Male","over 24 year olds","Percent","21.95487"
"Iran, Islamic Republic of","2013","All genders","over 24 year olds","Percent","21.31421"
"Iran, Islamic Republic of","2013","Female","over 24 year olds","Percent","20.58201"
"Iran, Islamic Republic of","2012","Female","over 24 year olds","Percent","18.3677"
"Iran, Islamic Republic of","2012","All genders","over 24 year olds","Percent","19.7987"
"Iran, Islamic Republic of","2012","Male","over 24 year olds","Percent","21.06612"
"Iran, Islamic Republic of","2010","Male","over 24 year olds","Percent","19.40558"
"Iran, Islamic Republic of","2010","All genders","over 24 year olds","Percent","18.53014"
"Iran, Islamic Republic of","2010","Female","over 24 year olds","Percent","17.50903"
"Iran, Islamic Republic of","2008","Female","over 24 year olds","Percent","14.28144"
"Iran, Islamic Republic of","2008","All genders","over 24 year olds","Percent","15.76646"
"Iran, Islamic Republic of","2008","Male","over 24 year olds","Percent","17.00612"
"Iran, Islamic Republic of","2006","Male","over 24 year olds","Percent","18.03181"
"Iran, Islamic Republic of","2006","All genders","over 24 year olds","Percent","16.76838"
"Iran, Islamic Republic of","2006","Female","over 24 year olds","Percent","15.21264"
"Ireland","2011","Female","over 24 year olds","Percent","38.27864"
"Ireland","2011","Male","over 24 year olds","Percent","37.28848"
"Ireland","2011","All genders","over 24 year olds","Percent","37.79415"
"Ireland","2010","All genders","over 24 year olds","Percent","44.25482"
"Ireland","2010","Male","over 24 year olds","Percent","42.92502"
"Ireland","2010","Female","over 24 year olds","Percent","45.52856"
"Ireland","2007","Female","over 24 year olds","Percent","39.31735"
"Ireland","2007","Male","over 24 year olds","Percent","29.98676"
"Ireland","2007","All genders","over 24 year olds","Percent","38.24455"
"Israel","2014","Female","over 24 year olds","Percent","0"
"Israel","2014","Male","over 24 year olds","Percent","0"
"Israel","2014","All genders","over 24 year olds","Percent","0"
"Israel","2013","All genders","over 24 year olds","Percent","0"
"Israel","2013","Male","over 24 year olds","Percent","0"
"Israel","2013","Female","over 24 year olds","Percent","0"
"Israel","2012","Female","over 24 year olds","Percent","0"
"Israel","2012","Male","over 24 year olds","Percent","0"
"Israel","2012","All genders","over 24 year olds","Percent","0"
"Israel","2011","All genders","over 24 year olds","Percent","0"
"Israel","2011","Male","over 24 year olds","Percent","0"
"Israel","2011","Female","over 24 year olds","Percent","0"
"Israel","2010","Female","over 24 year olds","Percent","0"
"Israel","2010","Male","over 24 year olds","Percent","0"
"Israel","2010","All genders","over 24 year olds","Percent","0"
"Israel","2009","All genders","over 24 year olds","Percent","0"
"Israel","2009","Male","over 24 year olds","Percent","0"
"Israel","2009","Female","over 24 year olds","Percent","0"
"Italy","2012","Male","over 24 year olds","Percent","12.82215"
"Italy","2012","Female","over 24 year olds","Percent","14.19653"
"Italy","2012","All genders","over 24 year olds","Percent","13.54081"
"Italy","2011","All genders","over 24 year olds","Percent","12.78953"
"Italy","2011","Female","over 24 year olds","Percent","13.27289"
"Italy","2011","Male","over 24 year olds","Percent","12.25948"
"Italy","2010","Male","over 24 year olds","Percent","12.2433"
"Italy","2010","Female","over 24 year olds","Percent","13.27419"
"Italy","2010","All genders","over 24 year olds","Percent","12.78186"
"Italy","2009","All genders","over 24 year olds","Percent","12.54919"
"Italy","2009","Female","over 24 year olds","Percent","13.00521"
"Italy","2009","Male","over 24 year olds","Percent","12.05037"
"Italy","2008","Male","over 24 year olds","Percent","12.0968"
"Italy","2008","Female","over 24 year olds","Percent","12.97637"
"Italy","2008","All genders","over 24 year olds","Percent","12.55613"
"Italy","2007","All genders","over 24 year olds","Percent","11.94167"
"Italy","2007","Female","over 24 year olds","Percent","12.20748"
"Italy","2007","Male","over 24 year olds","Percent","11.6511"
"Italy","2006","Male","over 24 year olds","Percent","11.30244"
"Italy","2006","Female","over 24 year olds","Percent","11.52306"
"Italy","2006","All genders","over 24 year olds","Percent","11.41771"
"Italy","2005","All genders","over 24 year olds","Percent","10.90389"
"Italy","2005","Female","over 24 year olds","Percent","10.83597"
"Italy","2005","Male","over 24 year olds","Percent","10.97829"
"Italy","2001","Male","over 24 year olds","Percent","9.64612"
"Italy","2001","All genders","over 24 year olds","Percent","9.35807"
"Italy","2001","Female","over 24 year olds","Percent","9.09796"
"Jamaica","2011","All genders","over 24 year olds","Percent","13.95098"
"Jamaica","2011","Male","over 24 year olds","Percent","9.9216"
"Jamaica","2011","Female","over 24 year olds","Percent","17.74049"
"Jordan","2010","Female","over 24 year olds","Percent","25.72065"
"Jordan","2010","Male","over 24 year olds","Percent","28.41425"
"Jordan","2010","All genders","over 24 year olds","Percent","27.11253"
"Jordan","2008","All genders","over 24 year olds","Percent","26.89198"
"Jordan","2008","Male","over 24 year olds","Percent","28.29978"
"Jordan","2008","Female","over 24 year olds","Percent","25.49592"
"Jordan","2007","Female","over 24 year olds","Percent","28.67449"
"Jordan","2007","Male","over 24 year olds","Percent","44.01949"
"Jordan","2007","All genders","over 24 year olds","Percent","41.68974"
"Kazakhstan","2007","All genders","over 24 year olds","Percent","56.58071"
"Kazakhstan","2007","Female","over 24 year olds","Percent","60.79193"
"Kazakhstan","2007","Male","over 24 year olds","Percent","52.4747"
"Kazakhstan","1999","Male","over 24 year olds","Percent","36.35127"
"Kazakhstan","1999","Female","over 24 year olds","Percent","39.75751"
"Kazakhstan","1999","All genders","over 24 year olds","Percent","38.21317"
"Kenya","2010","All genders","over 24 year olds","Percent","7.92328"
"Kenya","2010","Female","over 24 year olds","Percent","6.75702"
"Kenya","2010","Male","over 24 year olds","Percent","8.99005"
"Kenya","2009","Male","over 24 year olds","Percent","9.19378"
"Kenya","2009","Female","over 24 year olds","Percent","6.3355"
"Kenya","2009","All genders","over 24 year olds","Percent","7.72848"
"Kuwait","2013","Female","over 24 year olds","Percent","17.62585"
"Kuwait","2013","All genders","over 24 year olds","Percent","13.77165"
"Kuwait","2013","Male","over 24 year olds","Percent","11.6332"
"Kuwait","2012","Male","over 24 year olds","Percent","14.36101"
"Kuwait","2012","All genders","over 24 year olds","Percent","16.49865"
"Kuwait","2012","Female","over 24 year olds","Percent","20.37499"
"Kuwait","2008","Female","over 24 year olds","Percent","18.12441"
"Kuwait","2008","All genders","over 24 year olds","Percent","13.17522"
"Kuwait","2008","Male","over 24 year olds","Percent","10.81915"
"Kuwait","2007","Male","over 24 year olds","Percent","10.6414"
"Kuwait","2007","All genders","over 24 year olds","Percent","12.82023"
"Kuwait","2007","Female","over 24 year olds","Percent","17.43613"
"Kuwait","2006","Female","over 24 year olds","Percent","18.15597"
"Kuwait","2006","All genders","over 24 year olds","Percent","13.14825"
"Kuwait","2006","Male","over 24 year olds","Percent","10.86709"
"Kuwait","2005","Male","over 24 year olds","Percent","11.34033"
"Kuwait","2005","All genders","over 24 year olds","Percent","13.51235"
"Kuwait","2005","Female","over 24 year olds","Percent","18.09389"
"Kyrgyzstan","2009","Male","over 24 year olds","Percent","23.00112"
"Kyrgyzstan","2009","All genders","over 24 year olds","Percent","26.84901"
"Kyrgyzstan","2009","Female","over 24 year olds","Percent","30.49339"
"Kyrgyzstan","1999","Female","over 24 year olds","Percent","30.86216"
"Kyrgyzstan","1999","All genders","over 24 year olds","Percent","28.21758"
"Kyrgyzstan","1999","Male","over 24 year olds","Percent","25.32282"
"Latvia","2014","All genders","over 24 year olds","Percent","37.47175"
"Latvia","2014","Male","over 24 year olds","Percent","28.58596"
"Latvia","2014","Female","over 24 year olds","Percent","45.03101"
"Latvia","2013","Female","over 24 year olds","Percent","44.90405"
"Latvia","2013","Male","over 24 year olds","Percent","29.58151"
"Latvia","2013","All genders","over 24 year olds","Percent","37.8983"
"Latvia","2012","All genders","over 24 year olds","Percent","35.80716"
"Latvia","2012","Male","over 24 year olds","Percent","27.63618"
"Latvia","2012","Female","over 24 year olds","Percent","42.66928"
"Latvia","2011","Female","over 24 year olds","Percent","40.75466"
"Latvia","2011","Male","over 24 year olds","Percent","26.60658"
"Latvia","2011","All genders","over 24 year olds","Percent","34.3202"
"Latvia","2010","All genders","over 24 year olds","Percent","32.67843"
"Latvia","2010","Male","over 24 year olds","Percent","25.7924"
"Latvia","2010","Female","over 24 year olds","Percent","38.59559"
"Latvia","2009","Female","over 24 year olds","Percent","36.31321"
"Latvia","2009","Male","over 24 year olds","Percent","24.30923"
"Latvia","2009","All genders","over 24 year olds","Percent","30.78261"
"Latvia","2008","All genders","over 24 year olds","Percent","29.79623"
"Latvia","2008","Male","over 24 year olds","Percent","23.81383"
"Latvia","2008","Female","over 24 year olds","Percent","34.89537"
"Latvia","2007","Male","over 24 year olds","Percent","22.7183"
"Latvia","2007","All genders","over 24 year olds","Percent","27.84599"
"Latvia","2007","Female","over 24 year olds","Percent","32.2023"
"Latvia","2006","Female","over 24 year olds","Percent","39.5079"
"Latvia","2006","All genders","over 24 year olds","Percent","31.89096"
"Latvia","2006","Male","over 24 year olds","Percent","22.90099"
"Latvia","2005","Male","over 24 year olds","Percent","24.95463"
"Latvia","2005","All genders","over 24 year olds","Percent","30.12958"
"Latvia","2005","Female","over 24 year olds","Percent","34.50569"
"Latvia","2004","Female","over 24 year olds","Percent","34.41173"
"Latvia","2004","All genders","over 24 year olds","Percent","30.34771"
"Latvia","2004","Male","over 24 year olds","Percent","25.5249"
"Lebanon","2007","Female","over 24 year olds","Percent","0"
"Lebanon","2007","Male","over 24 year olds","Percent","0"
"Lebanon","2007","All genders","over 24 year olds","Percent","0"
"Lesotho","2008","Female","over 24 year olds","Percent","5.62527"
"Lesotho","2008","Male","over 24 year olds","Percent","5.04465"
"Lesotho","2008","All genders","over 24 year olds","Percent","5.3505"
"Lesotho","2006","All genders","over 24 year olds","Percent","1.86033"
"Lesotho","2006","Male","over 24 year olds","Percent","2.0712"
"Lesotho","2006","Female","over 24 year olds","Percent","1.67623"
"Lithuania","2014","Female","over 24 year olds","Percent","55.39402"
"Lithuania","2014","Male","over 24 year olds","Percent","45.16138"
"Lithuania","2014","All genders","over 24 year olds","Percent","50.88567"
"Lithuania","2013","All genders","over 24 year olds","Percent","49.59112"
"Lithuania","2013","Male","over 24 year olds","Percent","43.77808"
"Lithuania","2013","Female","over 24 year olds","Percent","54.16007"
"Lithuania","2012","Female","over 24 year olds","Percent","53.90017"
"Lithuania","2012","Male","over 24 year olds","Percent","44.32361"
"Lithuania","2012","All genders","over 24 year olds","Percent","49.68885"
"Lithuania","2011","All genders","over 24 year olds","Percent","49.64981"
"Lithuania","2011","Male","over 24 year olds","Percent","44.63448"
"Lithuania","2011","Female","over 24 year olds","Percent","53.65822"
"Lithuania","2010","Female","over 24 year olds","Percent","52.74856"
"Lithuania","2010","Male","over 24 year olds","Percent","43.94465"
"Lithuania","2010","All genders","over 24 year olds","Percent","48.83363"
"Lithuania","2009","All genders","over 24 year olds","Percent","48.48151"
"Lithuania","2009","Male","over 24 year olds","Percent","43.88781"
"Lithuania","2009","Female","over 24 year olds","Percent","52.16684"
"Lithuania","2008","Female","over 24 year olds","Percent","51.1827"
"Lithuania","2008","Male","over 24 year olds","Percent","44.89994"
"Lithuania","2008","All genders","over 24 year olds","Percent","48.38849"
"Lithuania","2007","All genders","over 24 year olds","Percent","48.22584"
"Lithuania","2007","Male","over 24 year olds","Percent","44.66899"
"Lithuania","2007","Female","over 24 year olds","Percent","51.07751"
"Lithuania","2006","Female","over 24 year olds","Percent","49.95716"
"Lithuania","2006","All genders","over 24 year olds","Percent","46.65975"
"Lithuania","2006","Male","over 24 year olds","Percent","42.54616"
"Lithuania","2005","Male","over 24 year olds","Percent","41.8932"
"Lithuania","2005","All genders","over 24 year olds","Percent","44.95722"
"Lithuania","2005","Female","over 24 year olds","Percent","47.41473"
"Luxembourg","2007","Female","over 24 year olds","Percent","24.2067"
"Luxembourg","2007","Male","over 24 year olds","Percent","30.56113"
"Luxembourg","2007","All genders","over 24 year olds","Percent","27.44604"
"Luxembourg","2001","All genders","over 24 year olds","Percent","30.34759"
"Luxembourg","2001","Male","over 24 year olds","Percent","26.33699"
"Luxembourg","2001","Female","over 24 year olds","Percent","33.41039"
"Macao Special Administrative Region of China","2011","Female","over 24 year olds","Percent","18.73685"
"Macao Special Administrative Region of China","2011","All genders","over 24 year olds","Percent","19.58761"
"Macao Special Administrative Region of China","2011","Male","over 24 year olds","Percent","20.54233"
"Macao Special Administrative Region of China","2006","Male","over 24 year olds","Percent","15.13366"
"Macao Special Administrative Region of China","2006","All genders","over 24 year olds","Percent","14.31114"
"Macao Special Administrative Region of China","2006","Female","over 24 year olds","Percent","13.54994"
"Macao Special Administrative Region of China","2001","Female","over 24 year olds","Percent","25.5165"
"Macao Special Administrative Region of China","2001","All genders","over 24 year olds","Percent","28.33003"
"Macao Special Administrative Region of China","2001","Male","over 24 year olds","Percent","31.49782"
"Malawi","1998","Female","over 24 year olds","Percent","0.25429"
"Malawi","1998","All genders","over 24 year olds","Percent","0.488"
"Malawi","1998","Male","over 24 year olds","Percent","0.73001"
"Malaysia","2010","Male","over 24 year olds","Percent","17.0313"
"Malaysia","2010","All genders","over 24 year olds","Percent","16.36954"
"Malaysia","2010","Female","over 24 year olds","Percent","15.69834"
"Malaysia","2009","Female","over 24 year olds","Percent","14.90082"
"Malaysia","2009","All genders","over 24 year olds","Percent","15.61159"
"Malaysia","2009","Male","over 24 year olds","Percent","16.3132"
"Malaysia","2005","Male","over 24 year olds","Percent","5.37081"
"Malaysia","2005","All genders","over 24 year olds","Percent","5.11517"
"Malaysia","2005","Female","over 24 year olds","Percent","4.84695"
"Malaysia","2000","Female","over 24 year olds","Percent","9.9032"
"Malaysia","2000","All genders","over 24 year olds","Percent","11.39796"
"Malaysia","2000","Male","over 24 year olds","Percent","12.87261"
"Maldives","2006","All genders","over 24 year olds","Percent","4.1581"
"Maldives","2006","Male","over 24 year olds","Percent","4.99788"
"Maldives","2006","Female","over 24 year olds","Percent","3.32725"
"Mali","2015","All genders","over 24 year olds","Percent","0"
"Mali","2015","Female","over 24 year olds","Percent","0"
